file,target,candidate
hexo.f655f594554e8ce574aad8b89448bc695cacc56a.lib.models.category.js,if (cat){,'
bower.0993621bb8b071be969642c09751815e52af7346.test.commands.install.js,"it('works if bower is run in child directory', function () {","it('writes about object', function', function () {"
hexo.32de5a8aa95ecd5da5512ba34e5db30d1449aa8a.lib.plugins.filter.after_post_render.excerpt.js,function excerptFilter(data){,'
hexo.ac0913d7588b8908b9b405bec4daff0991e909c9.test.scripts.models.tag.js,"it('permalink - trailing_html', () => {","it(""permalink = ( trailing_replace() => {"
express.92fffa86f9d804e2acb400fffeda470cbdb2e26d.lib.express.spec.mocks.js,"httpVersion: '1.1',",headers: {
hexo.9b4968875169a62d053cfd57da87e22e7ed98a8b.lib.extend.tag.js,const { cyan } = require('chalk');,const trimBody = (name) => {
hexo.ebd00e77d40c483ae26820ce5cb7e335755ad701.lib.models.post.js,const { Schema } = require('warehouse');,const { createError => {
hexo.0c62cc10fb8502c504955c1dfa1da3d9a4175167.test.scripts.helpers.open_graph.js,result.should.not.contain(meta({property: 'article:author'}));,return result.should.should.not.contain(meta({ url: 'og:
hexo.1b418b192d99202cbcda4e507c44af1a32dbc643.test.scripts.tags.img.js,const $ = cheerio.load(img(['https://placekitten.com/200/300']));,'
hexo.b03094d717d4d0b34ef1d9c0333999127ddc9225.lib.models.category.js,const { config } = ctx;,const { name } = data;
bower.a8c72398ba56352d08f00a9958d36bde9b0cd71b.lib.core.config.js,var config;,NULL
hexo.e9831647cf007fb13474198eafa5007b3c3a9fc9.lib.extend.js,register: function(method){,register: function(method){
hexo.19a11be5ecb3001edf3f1cacdd19425d20f59bbf.lib.plugins.console.list.route.js,if (args.json){,if (!routes[i]){
bower.4e75896240b5270b9ba6f33888a7f9835f04a484.lib.core.manager.js,var semver     = require('semver');,var baz      = require('baz');
hexo.970a9388098a6321c9f80255f4b4130b3dc48a8a.lib.plugins.helper.titlecase.js,util = require('../../util');,"util = require('../../util'),"
express.a4cbbe5dd49d7fdceb120df659e3e851a772712e.spec.spec.plugins.view.js,describe 'when layout: false',describe 'when layout: false'
hexo.016f47cc5b57d11e3236ac7df36c5e488db585db.lib.plugins.deployer.github.js,"['commit', '-m', 'First commit']","['commit', '-m', 'First commit'],"
bower.a7dca30d9db1a1ae2c8de364a14fb47203f2f29f.lib.util.save.js,var _      = require('lodash');,var json = this.dependencies;
hexo.a221e9705b7636a2fba6afe588eb79f97a9c9e45.lib.util.timer.js,return this;,return this;
hexo.da4201ef96ce03453cb094af7d01a03da24759b4.lib.extend.js,"migrator: {},","migrator: {},"
express.0f5560eebda3111d25e80e0b84c1943c6146de05.test.req.param.js,".expect('tj', done);",.get('/')
hexo.d99b225e5244d4a634a5a16c01986c72169902b5.lib.box.index.js,if (!(pattern instanceof Pattern)) pattern = new Pattern(pattern);,if (!(pattern instanceof Pattern)) pattern = new Pattern(pattern);
express.28ee0d2902f5336b3fa3139a976a2f059c07f6b1.spec.spec.element-collection.js,describe '#next()',describe '#key()'
bower.eeb0c22d902e3c4e4574175976ffdd5915aa71e5.packages.bower-registry-client.lib.lookup.js,"doRequest.call(that, name, index, function (err, entry) {","store.find(function (err, entry) {"
hexo.0539974588b07ccaab7ef285dbe696981daee52d.test.scripts.hexo.post.js,"it('create() - non-string title', function(){","it('create() - tag', function(){"
express.af313e5e8c407f837d16da5028f58bb25c5bec64.examples.upload.app.js,this.render('upload.haml.html'),this.redirect('/upload')
express.696807798c7466fecb942bfdf11e0889863fbde8.lib.express.collection.js,at: function(index) {,fn = function(){};
bower.e7298291745b1ed818cd4b1a0b65b31e1e84a543.lib.commands.version.js,var defaultConfig = require('../config');,var defaultConfig = require('../config');
hexo.4fca8e8adc49bd27e7548683606ea3413769065b.lib.plugins.helper.partial.js,"_ = require('lodash'),","_ = require('lodash'),"
express.a29908c86573c6942c0f5bb1abb40bbfb673aea5.examples.partials.app.js,};,""""
hexo.b123961597b1127b5cd6ba2351859ac4b18ce199.test.scripts.models.moment.js,should.throw(,'
karma.6629e96901dbeae24fbaa4d0bfa009618fb8ee75.client.updater.js,titleElement.textContent = 'Karma v ' + VERSION + ' - ' + connectionText + '; test: ' + testText + '; ' + pingText,NULL
express.ddf24d1fd6f6389e38ee69d20f800d6a46c18130.examples.markdown.app.js,"app.set('view engine', 'md');","app.set(\'view engine\','md');"
express.1fe7bb271a9ad2fd8872938e40353d087cb6c903.lib.express.index.js,require('./request');,req.res = res;
express.c8d61b62693948568083d5ad3c4491e5cc6f5338.test.utils.js,".should.eql('""8-zZdv4imtWD49AHEviejT6A""')",.should.eql(arr);
karma.c1eb236523f8dab7e5f7dc70f4ee016b8061f0ba.lib.reporters.base.js,if (browsers.length >= 1 && !results.error && !results.disconnected) {,const results = this.writeCommonMsgs () {
express.c35cd7fcb78a09a11ba650cdd6b53e44deee74c5.test.response.test.js,"res.json(500, 'oh noes!');","res.send('Oh noes!"");"
hexo.1cd60a1d9bdc6d589e3849311bc7b638f3318621.test.scripts.console.generate.js,await hexo.init();,const content.then
hexo.acb16e6b6aa216141a911eda31315b74b7398057.test.scripts.helpers.is.js,const should = require('chai').should();,const result = is = express();
karma.5bb19a8b64e43fc786210ae6f6f8cb9121c3d271.test.unit.server.spec.js,const mockSocketEventListeners = new Map(),const spyExecute() => {
express.643397ed21fc7086dc5662d1f291beddfbb976ae.test.req.signedCookies.js,", request = require('supertest')",'
express.d6d16b7899a61cf6772f9d05f1f6bf71a1e7d739.test.req.accepts.js,"it('should accept a comma-delimited list of types', function(done){",NULL
express.cabb43b187d74beac991a98545f14a168d9bde88.spec.lib.jspec.js,if ('stack' in e),return line
karma.0607d67c15eab58ce83cce14ada70a1e2a9f17e9.lib.config.js,var logger = require('./logger');,var mout = require('mout');
bower.c9ef3fa1d745e8f59ce731242e9af2c973557656.lib.core.Project.js,endpoints.forEach(function (endpoint) {,endpoints.forEach(function (endpoint) {
bower.19fc84007df7d00a1a808f2509259c6ec0a8225a.test.commands.prune.js,var mainPackage = new helpers.TempDir({,return prune.compare({
hexo.e0e0d45eb271b86893e530eaa3af6d4ec0ed1f04.lib.plugins.helper.search_form.js,"'<input type=""search"" name=""q"" class=""' + className + '-input""' + (text ? ' placeholder=""' + text + '""' : '') + '>' +",'
hexo.9f52ef1149be241a148f1cdfc7aab8ad88403589.test.scripts.extend.console.js,"describe('Console', () => {","describe(\'iframe\', () => {"
express.c9f5bb6f1764521517542cc4361c9876124d884b.test.express.test.js,var app = express.createServer(),: function () => {
karma.0562f0c5a3b999052749b6348767a41c67afa64c.test.fixtures.jasmine-adapter.js,__slimjim__.info('Running ' + count + ' specs...');,__slimjim__.info('Running'+ count +'specs...');
hexo.b7da92da413d4dc8ba86163b7f8d829a1f0795b6.lib.loaders.config.js,"logger_format: 'dev',",return {};'
karma.1e21aaaaf211b4eef3085fd937f69b6cf3c10302.lib.helper.js,var fs = require('graceful-fs'),"return { return resolve }"""
node-redis.a0832c3744578402a69c9b1fc44c0883ef51f007.test.mocha.commands.get.spec.js,"var config = require(""../lib/config"");",var r = require('../lib/util/incr');
bower.3530a33fe77a647a42c467d24f5898d1c24e6e3c.lib.commands.init.js,var cmd = require('../util/cmd');,var cmd = require('../util/cmd');
express.9202c7504bf6fd1dea0183ab6239ba609929e448.examples.chat.app.js,"use(Logger, { format: 'request' })",""""
express.d1ce4c99235ccb35167f8456e7a68546ccf2a76a.lib.application.js,"this.set('home', '/');","this.set('home', '/');"
hexo.3bd026cbfae3e1f9308474b68a75d7ef87875e6f.lib.model.asset.js,"updateStat: function(src, callback){","module.exports = function(data, callback){"
hexo.03e1a1d067ed0614dadf91ac3e0b97dd69911ec2.test.scripts.hexo.hexo.js,theme.a.should.to.have.own.property('c');,""""
express.33277c3d370e6f34904ef8a36d9b348b4cd41b84.lib.express.http.js,"parse = require('url').parse,","path = require(\'path\'),"
karma.30a8cbaa57f8b5b4c499ce95ac3a0f0b04033cd5.lib.browser.js,var events = require('./events');,""""
express.6dc17158e505e4d7762fc7885a4dc961ae3965f9.spec.spec.core.js,Express.request.headers = { 'accept' : 'text/plain' },Express.response.response.body.should.should.include 'hey'
bower.3a93600195c31e7717f0248ea92dcff74da0c9bc.test.resolve.resolver.js,"it('should throw an error if already resolving', function (next) {","it('should resolve to false if pkgMeta is not implemented', function (next) {"
karma.7ee8b72dd1e8aed7b2538f5069ea8fdcf9ac986d.adapter.angular-scenario.src.js,var createFailedSpecLog = function(spec) {,var createFailedSpecLog = function(spec) {
bower.6c6e193362f43aec7fb472293c706c4819b71b52.lib.core.package.js,var config   = require('../config');,require('test.config() {
karma.65b658a8ba33831c1cf22e56bf484f42da232617.test.client.stringify.spec.js,"it('should serialize symbols', function () {","it('should serialize symbols', function () {"
bower.c8a6ff38a07f7c40011b36c2982f5891a34bd2b4.packages.bower-json.test.test.js,var request = require('request');,var request = require('request');
hexo.1b418b192d99202cbcda4e507c44af1a32dbc643.test.scripts.filters.external_link.js,"+ '<a href=""https://hexo.io/"">Hexo</a>'","\'<a href=""http://example.com/"">Link</a>\'+"
hexo.6e75830cbaacef111c7b33d058d5fe3202a5bcca.lib.hexo.index.js,var _ = require('lodash');,var _ = require('lodash');
hexo.17ee23fa181bcc2c3b47eba5b345762aef1eac36.test.scripts.box.file.js,"it('readSync()', () => {","it(\'delete()\', () => {"
hexo.8128e0c81a9d524f3882f3003330b8bbf4121cd3.lib.extend.js,* Exposes deployer.,} @offset{};
hexo.93d7cd1fa966756f73c17ab6b9416b833318e9c2.lib.init.js,"Database = require('warehouse'),","Database = require('warehouse'),"
karma.6497c995e1709398f77b0338409830aa5c5c6f57.lib.config.js,"require: require,",return init.
bower.0a78217136ded2c418408401f2a5b6101017d808.test.list.js,next();,next();
hexo.a5043dc4cca4472221b3c8d0d563f73516f60471.lib.plugins.generator.category.js,locals.tags.each(function(cat){,locals.tags.each(function(tag){
hexo.c3d0367955c8b5566c0f0ee2b131659aa2196549.test.scripts.console.list_tags.js,expect(console.log.calledWith(sinon.match('Name'))).be.true;,expect(console.log.calledWith(sinon.match('Name'))).be.true;
bower.a74f6630dfc38f142c558fea75f04c9acb881738.lib.core.package.js,this.emit('resolve');,require(this);
hexo.9ad2447b6909c69101bf9d26bc9fc8e4392c0c32.test.scripts.hexo.update_package.js,var fs = require('hexo-fs');,var fs = require('hexo-fs');
karma.8997b7465de3c5f7e436078b57acae98de1ce39a.client.karma.js,"this.log = function (type, args) {","= true },"""
karma.0cb7096e48b32fd0e02bd913a65841acc7f91f38.lib.server.js,var FileList = require('./file-list').List;,var FileList = require('./file-list').List;
karma.2b2044eeed2e4675afec9235430db314d46154ec.lib.server.js,"log.info('Karma v%s server started at http://%s:%s%s', constant.VERSION, config.hostname,",var server = express = function() {
hexo.e4fba52b33dd3a398e229128bf2269f79522c59f.lib.plugins.tag.img.js,while (args.length > 0) {,NULL
hexo.0bf6e435f78131676f63acc9345314484d1dc14d.lib.plugins.filter.post_permalink.js,function postPermalinkFilter(data){,function postPermalinkFilter(data){
bower.2bfdd033eba3ad1d501a4c5d66216c816a67b696.test.resolve.resolvers.gitFsResolver.js,var mode0777;,NULL
hexo.92baaada795f6bdfb76ccb6c36181ad9b64a89c4.test.scripts.models.post.js,"var postIdA,",""", 'foo');"
express.b62e1741bef4cff34d4c019240df08f966c7adae.examples.upload.app.js,configure(function(){,configure(function(){
express.430699c0828aa6378185326279bfe5819d444bb7.support.app.js,"app.get('/json/:n', function(req, res){","app.get('/user/:id', function(req, res){"
express.22668555ad5ec215be4dfd0a066c0c3aba641d3f.test.res.send.js,"res.set('Content-Type', 'text/plain').send(new String('hey'));",NULL
express.bfb6cec1acddb386b135785532a3fdd5293eac9f.spec.spec.request.js,describe '#status()',describe '#param()'
hexo.52d8361fcb46ae0281c7c65f1c905d776dbf22c7.lib.generate.js,"themeRender = theme.render,","themeRender = theme.render,"
karma.486c4f31c43fbbd63450b0aa6c64d3cb4c78ada4.lib.reporters.progress.js,"var ProgressReporter = function (formatError, reportSlow, useColors) {",""""
karma.62d4c5a58880146a29ef15ceec0f49b2de800f3d.lib.runner.js,const EventEmitter = require('events').EventEmitter,const EventEmitter = require(\'events\').EventEmitter
hexo.f8658d07bcea8d0e8bd5d437783994cde584b824.lib.plugins.helper.list_categories.js,const self = this;,const self = this;
bower.92b76680673998df6062bc234239356a5fb4cbc4.lib.renderers.StandardRenderer.js,var path = require('path');,var path = require('path');
karma.a1049c6059db84ae7b14621d8df6a0db7b6d13cc.test.unit.cli.spec.js,"cwd: { 'karma.conf.js': true },","cwd: {'karma.conf.js': true},"
bower.454436905c12b11ab416a39e955ea836e345fe41.lib.core.resolvers.index.js,"Fs: require('./FsResolver'),",require('./escape');
express.6dcf6f41cc3b13efc8f37850ec58d951de11f80d.test.express.test.js,"},",}
hexo.17b5c54e789045c149ed99e8e34d20548160bd34.test.scripts.generators.asset.js,const { join } = require('path');,var pathFn = require(\'path\');
express.9fb91c6af9cd5c164160e830a97163a89324f31f.spec.spec.cookie.js,request = mockRequest({,describe 'onRequest'
hexo.df2c05559e810fbefff9ce7e2b351d273f0cd11c.test.scripts.hexo.post.js,"'',",{
hexo.890349ff66f61747f09322750f4b8e4994878ba7.lib.cli.help.js,"['init', 'Initialize'],",""""
hexo.52eec7e86484ed60f465bb62807a1e9426a51da3.lib.plugins.processor.asset.js,const { extname } = require('path');,'
express.7f88bd2eaf75ec01709f7413c8b3e51fae850750.lib.express.view.js,options.isLayout = true;,return this;
hexo.a4423efc4fc29c18184d0947937df151454710cc.lib.plugins.helper.open_graph.js,const keywords = page.keywords || (page.tags && page.tags.length ? page.tags : undefined) || config.keywords;,"}).reduce((s.s.reduce((s => return s, s => value => value => value.s.s === undefined;"
bower.fe1a635c141cc1a4a8931fe2cb229b7b4897ead6.test.core.resolvers.urlResolver.js,var fs = require('graceful-fs');,"});"""
bower.fa72a54c1adb8d89d8e85ea0cf4ba3e63544e04c.test.package.js,"it('Should fallback to bower.json if the json project-wise does not exist', function (next) {","it('Should find appropriate json source-pkg-pkg-s', function (an-a');"
karma.bc397af81debff8e6419031510eff0035f3b24a4.test.client.testacular.conf,exclude = ['test/client/config*'];,NULL
hexo.c0e93d5096ebbb2aafe3f2436b90543f6456a23c.test.scripts.models.post.js,"it('setCategories() - shared category should be same', function(){",it('setCategories() - post.map(function(id){
express.e33c5035bb3e96f465e8a6c5678706fcb1bcb236.test.app.router.js,"it('should work inside literal paranthesis', function(done){","it('should allow optional middleware', function(done) {"
express.fdf620b688df03804959770546153a05042ffdfc.test.app.engine.js,"it('should work ""view engine"" setting', function(){",>
bower.deb4855598c4e6dd27ef734b856efd8d47f46e2f.lib.commands.list.js,"var mainTypes = ['main', 'scripts', 'styles', 'templates', 'images'];","var mainTypes = ['main','scripts','styles', 'templates', 'images'];"
express.80f4d08e8b29ea9502d810864cd1393568cba37d.lib.express.js,exports.version = '2.0.0rc';,""""
karma.381d8f3e6956d06372e0c9c2717ec54aff83d899.lib.reporters.Base.js,var helper = require('../helper');,var msg = browser +'DUMP: ';
hexo.32de5a8aa95ecd5da5512ba34e5db30d1449aa8a.lib.plugins.helper.search_form.js,function searchFormHelper(options){,if (options.auto_spacing){
karma.c67b90ab34ac8c3bc873a1861383cb561ad24de2.test.e2e.support.proxy.js,const http = require('http'),"context: 'curl',"
express.b89a597029c8e0c7fe5e97d326853f7acacf0f77.lib.router.index.js,var parentUrl = req.baseUrl || '';,NULL
express.a03ca8d1388af52674cc2870ac5afc505fd6a05d.lib.express.core.js,"hook : function(name, args) {","hook : function(name, args) {"
hexo.02ece29ed24c43f113ce552a4d8694bb93a0f2d2.lib.plugins.console.new.js,const self = this;,const key = keys[i];
hexo.390ca39d0766e6219a18470a1b896f9fcb6fa498.lib.plugins.console.index.js,"{name: '-l, --log [format]', desc: 'Enable logger. Override the logger format.'},","{name: '-p, --port', desc: 'Override the default port'},"
hexo.975b76bdc71128a3cd7ab0bdee9657e3289dd5b7.lib.post.load.js,"log.d('Render %s: %s', layout[i], path);","route = layout[key], locals);"
express.3a42350c218686e4bdcb450a41ae9ac5ed9752c7.lib.express.view.partial.js,var cache = {};,var cache = {};
express.7e32c8de4dd119b729f39c1baea57a23e2c2b59d.lib.express.view.js,var self = this;,var self = this
hexo.b1c9e9b953c478cb84440742c0547862ef4c1f73.lib.plugins.generator.asset.js,"]).then(data => Reflect.apply(Array.prototype.concat, [], data));",return self.post.render(...data);
hexo.d351d8af7eca385068fb1b01740e090b9d49e951.test.scripts.console.generate.js,result[2].should.to.be.true;,}).should.eql({
hexo.7942e92bad82f050e441d8e2ebb1372b06e02a2f.test.scripts.theme_processors.index.js,require('./i18n');,require('./i18n');
hexo.9d0abef82356ebd0a350b4524b01543be7e72fd3.test.scripts.console.deploy.js,"it('no deploy config', () => {","it(\'no deploy config\', () => {"
karma.25d9abb76929b6ea8abe1cf040ba6db2f269d50e.lib.web-server.js,"function createCustomHandler (customFileHandlers, config) {",NULL
bower.6bc778df32c0276300f0ca782a92b576b8ca6a06.lib.core.resolvers.GitRemoteResolver.js,GitRemoteResolver.prototype._checkout = function() {,GitRemoteResolver.prototype._checkout = function () {
express.1c2e9a476c50640ea4a15700727156b8da9008dd.lib.express.view.js,"? new Partial(view.prefixPath, options)","return view = this.defaultEngine(layout); };"""
hexo.d35287a765d5d7d43135c8f50d1a63204d5f21ad.lib.plugins.generator.category.js,var mode = +config.category;,NULL
karma.4ffc12a69aa2f4f5abe2f296763ddafb82f1ba91.lib.server.js,exports.start = function(cliOptions) {,returns.some(function() {
express.3c0c96114f1105655cb335a0eba9298fd9b45091.lib.response.js,if ('number' != typeof body && 'number' == typeof arguments[1]) {,if (\'number\'number\' == typeof arguments[1]) {
express.e91ee22a8930d91d99eee0d9ea0170a8c1979390.lib.express.plugins.view.js,options.context = options.context || this,options.context = options.context || this
express.a659fd1fa9e9fc991e1ffcbb614b1d08a3702cc3.test.view.test.js,'test #partial() with array-like collection': function(assert){,"assert.get('', function () => {"
express.4983c38298d1c6dad1a8a09241cf8beee66beb7e.test.res.render.js,"it('should expose app.locals with `name` property', function(done){","it('should expose app.locals with `name` property', function(done){"
hexo.b547d7693ca2ddca431affa478fb28df6e7506f4.lib.process.load.js,"if (_.indexOf(render, extname.substring(1)) !== -1){","file.write(config.source, locals);"
bower.df8e5a16beca270d36bc6a5fe6fdcc25f8977f4c.lib.core.resolvers.FsResolver.js,var fs = require('../../util/fs');,return Q.resolve();
hexo.08c8b23621ab834a1c827247c290e32788ddb0cc.test.scripts.hexo.load_plugins.js,"it('ignore plugin whose name endswith ""hexo-theme-[hexo.config.theme]""', async () => {","it('load plugins()', async () => {"
hexo.993442d8dcccb346a1ad0325ba174ff16fc7758f.test.scripts.hexo.router.js,"router.set('test', {",router.set() > 0;
express.b514453b2b9ad07cd6272d58e7b01a0287f483f8.lib.express.collection.js,if (this.arr.every),if (error) {
express.ff9b82c4f6924aba90aa1bedc009085a31c5bd66.lib.request.js,var val = this.header(field);,var val = this.header(field);
hexo.225abd596c07a09098eb1014be11301d48665309.lib.hexo.index.js,this.theme = theme.config;,return this.dirname
express.328c6d30603202cfdf1e479f2486e10521a91a44.test.app.request.js,", request = require('supertest');",'
hexo.cd5bd0d39159fd15e0ff8d56089effa453ec158a.lib.plugins.console.server.index.js,"var config = hexo.config,","var config = hexo.config,"
karma.2feada1b1eaf2a1bb53df8f214624a8bc68f9050.test.mock.util.js,var nextTickHandler = function() {,nextTickQueue.set(function() {
hexo.bd17852ba8a018936d08400dd7dc3668221326c4.lib.hexo.index.js,var Source = require('./source');,var Source = require('./source');
express.f1315b9efa6150bd27740842ab0e8fac6dad437f.examples.session.redis.js,var logger = require('morgan');,var logger = require('morgan');
hexo.970a9388098a6321c9f80255f4b4130b3dc48a8a.lib.plugins.helper.index.js,require('./paginator');,""""
express.d6c843962d91e6fb58f406d36f1132c112fc860e.lib.express.utils.js,* Merge param _key_ and _val_ into _params_. Key,* @param  {int} offset
express.78ee497516a71ec3483e08b7b66d02e4620ddf1c.lib.express.core.js,"hookImmutable : function(immutable, args) {",NULL
karma.4bba086b1e4a92a00a9eb5435434461946375d62.lib.launcher.js,var Promise = require('bluebird'),var browsers = [];
bower.8d76b87d656cd922299a3bb1f9581555f6c10c3e.test.core.scripts.js,"it('should process preuninstall hooks with shell operators properly.', function (next) {","it('should resolve files and answers', function () {"
hexo.714fd0bf2279748d47a92e10d71bc19e82cbb2ea.test.scripts.box.box.js,"await writeFile(join(box.base, 'foo.txt'), 'foo');",await writeFile(path);
hexo.9f52ef1149be241a148f1cdfc7aab8ad88403589.test.scripts.helpers.feed_tag.js,"describe('feed_tag', () => {",return () => {
express.328c6d30603202cfdf1e479f2486e10521a91a44.test.req.ip.js,", request = require('supertest');",'
bower.79f5502b8e52d768e48c84cf8e5196f51e39ba7c.test.resolve.resolvers.gitFsResolver.js,"describe('.constructor', function () {","describe('.constructor', function () {"
karma.6af6170f8bed47b3e690e39d88567f35d8a255ae.lib.web-server.js,var fs = require('fs');,var fs = require('fs');
hexo.683fd0a19c4f94216dcc13c35970135d7a6ef03e.lib.plugins.helper.is.js,var path = this.page.canonical_path || this.path;,var posts = this.site.posts;
hexo.2ee787e3891710db6cc21991ecfdb669d56ae906.lib.plugins.tag.link.js,const util = require('hexo-util');,NULL
bower.64d1d4a1c974f13b97efb672c86cf81b693b1afd.lib.core.config.js,var fs   = require('fs');,var fs = require('fs');
hexo.66264117577f624efa11b06b05738434c02b740e.lib.db.js,obj.nested = val[0] ? defaultType(val[0]) : {type: Types.Mixed};,this.collection.collection.set(this.id);
bower.3bd2d62e671f4a3c7cc20b3dd97410170c5f39b1.test.commands.install.js,"it('works for git repositories', function () {","it('works for git@gmail.git', function() {"
express.4467a00acd2e61a5d984bdf91397ffe00c8dde04.lib.express.core.js,"version: '0.10.0',",return request
express.ab924008fb472d73fc62c77060f6e0aeff8fe594.spec.spec.core.js,describe '.redirect()',function getExpress()
bower.008e0d8c8a680445cdec9138c637522da90a0230.lib.commands.info.js,if (options.colors != null) template.showColors(options.colors);,if (options.colors!= null) template.showColors(options.colors);
hexo.2782ac74b7d8d1fa20107a23f3c9af1e8f44eddb.lib.plugins.console.config.js,"setProperty(config, key, castValue(value));",NULL
hexo.ced6321572b4d4f3376aeb8e12d87e8e3da570aa.lib.processor.load.js,if (meta.categories){,if (!path){
bower.123779bbd1ae76eaea96d7c59391d622c463111a.test.commands.register.js,"it('errors if trying to register private package', function () {","it('errors if trying to register private package', function () {"
hexo.9b4968875169a62d053cfd57da87e22e7ed98a8b.lib.plugins.console.list.tag.js,"const { magenta, underline } = require('chalk');","const { name, String } = tag;"
hexo.29cf460fec2e5008eb131ebe52aac1dd7d641954.test.scripts.helpers.open_graph.js,"config: { pretty_urls: { trailing_index: false } },","""return result.optimize();"""
bower.c64576826731c37cdde1c5a60c3a0bd99e7aa079.lib.util.save.js,"function save(eventType, manager, paths) {",function removeDependency(pkg) {
karma.a1049c6059db84ae7b14621d8df6a0db7b6d13cc.test.client.util.spec.js,"assert.deepStrictEqual(params, { id: '123', return_url: 'http://whatever.com' })",+
karma.3c649fa1e4a7f846d548e46c55addfa013889f31.gruntfile.js,},}
karma.4bba086b1e4a92a00a9eb5435434461946375d62.lib.launchers.base.js,var Promise = require('bluebird'),var q = require('q')
bower.b7cbd36a0771fd979f4b60373676bc86cf378abd.test.manager.js,"it('Should resolve devDependencies by default', function (next) {","return resolveLocalization], function () {"
hexo.bd17852ba8a018936d08400dd7dc3668221326c4.lib.hexo.render.js,var fs = require('hexo-fs');,var fs = require('hexo-fs');
bower.82ae977ba6dbb21b38522c0aeb21316876d1c079.lib.commands.install.js,manager,manager
hexo.51e5f4251a1f87018594c0823b42e3935a12c720.lib.core.theme.js,hexo._themeConfig = themeLocals;,return config = this;
bower.353a399f75b85ff9ea727ccc149de4ec4dc3ae9d.test.core.resolverFactory.js,shorthandResolver: 'https://bower.io/{{owner}}/{{package}}/{{shorthand}}',var resolverCache.clearRuntimeCache() { arguments });
bower.0763fe0775dbfe198c4dbdfe23ee58edba7969fe.test.package.js,var redirecting_url    = 'http://redirecting-url.com';,"describe('Should copy paths', function () => {"
hexo.b8b2eaf45ee224cb8f8076c3fcc5e901ad88e31a.lib.plugins.processor.post.js,data.date = stats.birthtime;,PostAsset = this;
hexo.2dfaa6a600594ed5d087da683d67b7bc83fd2646.lib.plugins.processor.asset.js,"const { timezone: timezoneCfg, use_date_for_updated, updated_option } = config;","const { timezone: timezoneCfg, use_date_for_updated } = config;"
hexo.1adc37afe79ba27ab57bfe1e9ee914e056cf6b5f.lib.init.js,"term = require('term'),",return hexo.write('');
bower.0bb1536c9972e13f3be06bea9a8619632966c664.lib.util.rimraf.js,var checkAndRetry = function (e) {,module.exports.sync = function (dir) {
karma.86bcb377dcfcaaa7f6abbad38591a0d70b74d7cc.tasks.bump.js,var pkg = grunt.config('pkg');,var pkg = grunt.config('pkg');
bower.3e3b64218d0a266a900cdcffcc7ef6b8f568aee9.lib.commands.register.js,var createError = require('../util/createError');,var createError = require('../util/createError');
hexo.32de5a8aa95ecd5da5512ba34e5db30d1449aa8a.test.index.js,require('./scripts/generators');,require('./scripts/generators');
express.c3b8ba4b9aedeb68701d1990a2100f3480564c52.lib.express.request.js,exports.Request = new Class({,:'s') })
hexo.af893417afaa19ee8c54e0085e8a700aa1405546.lib.i18n.js,var store = {};,cache = {};
karma.a9696116f4f6f307734fc123a2f999b4f27a7776.adapter.angular-scenario.src.js,"var totalTests = 0, testsCompleted = 0;",var length = testsCompleted = 0;
bower.463b258409409dddd82ffcbc1e8dcbe553459537.lib.core.Project.js,"return this._manager.toData(node, additionalKeys);",return that._endpoints = function () {
hexo.4e661209e0a43b7fbcbecd16e681224d676fe64a.lib.cli.version.js,console.log(hexo.version);,console.register('exit(args);
express.8df0df32f8d5489fdd93ffad11830717f82a3e2c.examples.blog.blog.index.js,app.dynamicHelpers({,app.listen(server)
karma.381d8f3e6956d06372e0c9c2717ec54aff83d899.lib.file-list.js,var helper = require('./helper');,var files = buckets.length;
karma.19590e1f66fd6c3b0d3fc9e90000c705198e0e70.lib.launcher.js,var lastUrl;,var lastUrl;
bower.3e3b64218d0a266a900cdcffcc7ef6b8f568aee9.lib.commands.unregister.js,var createError = require('../util/createError');,var createError = require('../util/createError');
hexo.632146a935f4606314e1de436673f84796c23e28.lib.hexo.post.js,"const _escapeContent = (cache, str) => {","const _escapeContent = (cache, str) => {"
karma.5bb19a8b64e43fc786210ae6f6f8cb9121c3d271.lib.logger.js,if (appenders.map) {,'
express.bf4b18950043346decaec181626455e7e6ad1c6a.spec.spec.element-collection.js,describe '#search()',describe '#slice()'
karma.66ae80b2f95f721cbbe4368ec591a883b833e661.lib.web-server.js,var stopperMiddleware = require('./middleware/stopper'),var proxyMiddleware = require('./middleware/proxy')
express.7b0dca0f9c7eb0c79fbc4e487a06357ab35347e7.lib.router.route.js,try {,try {
bower.2abde5539d3ccc14085e93151dbe00040407cbc2.test.package.js,beforeEach(function (done) {,package = function () {
hexo.f0e0b5fa5433d1a520b45a97816c293c7b3fe627.test.tag.test.js,$('blockquote footer cite').html().should.eql('A book');,""""
bower.aaaa9cd5307e63cfbdb2ed3968864129c68bde14.lib.core.resolvers.GitResolver.js,process.env.GIT_TERMINAL_PROMPT = config.interactive ? '1' : '0';,process.env.GIT_TERMINAL_PROMPT = '0';
hexo.d35287a765d5d7d43135c8f50d1a63204d5f21ad.lib.extend.deployer.js,throw new ExtendError('Deployer function is not defined');,""""
express.57e48c4767b345a6c098a0cfc32ee745ce1ec972.lib.utils.js,if (Object.prototype.toString.call(path) == '[object RegExp]') return path;,"');""//javascript', optional);""//javascript'),""red""),""red"")"
